#  lambda[Å] A_ki[s⁻¹] loggf   Acc  Ei[cm⁻¹]   Ek[cm⁻¹]  cfg_i                term_i     cfg_k                  term_k   gi  gk rtype ref1          ref2
 13574.953     None    None   None 40594.432  47960.940  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e3F        9  9  None None           L11631 
 13577.040     None    None   None 51739.920  59105.296  3d6.(5D).4s.(4D).5s   e3D       3d6.4s.(4D).5p         5P*       5  5  None None           L11631  
 13579.043     None    None   None 33507.123  40871.412  3d7.(4F).4p           y5D*      3d8                    3P        7  5  None None           L11631  
 13583.315     None    None   None 24772.018  32133.991  3d7.(2P).4s           c3P       3d6.(5D).4s.4p.(3P*)  z3F*       3  5  None None           L11631  
 13585.563     None    None   None 51350.492  58711.247  3d6.(5D).4s.(4D).5s   g5D       3d7.(4F<9/2>).4f       2[7/2]*   9  9  None None           L11631  
 13592.699     None    None   None 51350.492  58707.383  3d6.(5D).4s.(4D).5s   g5D       3d7.(4F<9/2>).4f       2[9/2]*   9  11 None None           L11631 
 13595.095     None    None   None 44664.075  52019.669  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        5  3  None None           L11631  
 13596.406     None    None   None 49805.257  57160.142  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5P        7  7  None None           L11631  
 13604.359     None    None   None 24335.766  31686.351  3d7.(2P).4s           c3P       3d6.(5D).4s.4p.(3P*)  z3D*       5  5  None None           L11631  
 13613.451     None    None   None 46720.842  54066.518  3d7.(4P).4p           u5D*      3d7.(4F).4d           e3G        9  9  None None           L11631  
 13617.788     None    None   None 44411.160  51754.497  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        3  3  None None           L11631 
 13624.818     None    None   None 51334.911  58674.459  3d6.(5D).4s.(6D).4d   e7G       3d6.4s.(4D).5p         5P*       9  7  None None           L11631  
 13628.200     None    None   None 41178.412  48516.138  3d8                    3P       3d7.(4P).4p           x3P*       3  3  None None           L11631  
 13632.916     None    None   None 45726.130  53061.318  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           g5F       11  11 None None           L11631  
 13633.750     None    None   None 51770.557  59105.296  3d6.(5D).4s.(4D).5s   g5D       3d6.4s.(4D).5p         5P*       7  5  None None           L11631  
 13647.462     None    None   None 45833.223  53160.593  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           f5P        9  7  None None           L11631 
 13648.762     None    None   None 44378.342  51705.014  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(6D).4d   f5F        3  5  None None           L11631  
 13653.802     None    None   None 51350.492  58674.459  3d6.(5D).4s.(4D).5s   g5D       3d6.4s.(4D).5p         5P*       9  7  None None           L11631  
 13655.237     None    None   None 26623.735  33946.933  3d7.(2D2).4s          a3D       3d6.(5D).4s.4p.(3P*)  z3P*       5  5  None None           L11631  
 13657.616     None    None   None 45833.223  53155.145  3d6.(3F2).4s.4p.(3P*) x5G*      3d7.(4F).4d           h5D        9  9  None None           L11631  
 13658.357     None    None   None 46744.993  54066.518  3d7.(4P).4p           u5D*      3d7.(4F).4d           e3G        7  9  None None           L11631 
 13661.209     None    None   None 50423.137  57743.133  3d6.(5D).4s.(6D).4d   f5D       3d6.4s.(6D<1/2>).4f    2[7/2]*   9  9  None None           L11631  
 13661.215     None    None   None 49805.257  57125.250  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5F        7  9  None None           L11631  
 13663.724     None    None   None 44285.454  51604.103  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(6D).4d   f5F        5  7  None None           L11631  
 13671.728   2.10e+04 -2.276  D    29371.812  36686.176  3d6.4s2               b3D       3d7.(4F).4p           y3F*       7  9  None T5720          L11631  
 13673.787     None    None   None 47136.084  54449.347  3d7.(4P).4p           w3D*      3d7.(4F).4d           f3D        5  3  None None           L11631 
 13675.911   1.7e-03   None   E      415.933   7728.060  3d6.4s2               a5D       3d7.(4F).4s           a5F        7  7   E2  T6409          None    
 13679.189     None    None   None 52049.823  59360.198  3d6.(5D).4s.(4D).5s   g5D       3d6.4s.(4D).5p         5P*       5  3  None None           L11631  
 13682.713     None    None   None 43499.505  50807.997  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f7D        9  9  None None           L11631  
 13686.026     None    None   None 44760.746  52067.469  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        3  5  None None           L11631  
 13687.147     None    None   None 51294.220  58600.344  3d6.(5D).4s.(4D).5s   e3D       3d6.(3H).4s.4p.(1P*)   3G*       7  7  None None           L11631 
 13689.773     None    None   None 51016.660  58321.383  3d6.(5D).4s.(6D).5p   u5F*      3d6.4s.(6D).7s         5D       11  9  None None           L11631  
 13702.300     None    None   None 50152.619  57450.664  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7G        3  5  None None           L11631  
 13706.453     None    None   None 47005.506  54301.340  3d7.(4F).5s           e5F       3d6.(3D).4s.4p.(3P*)   5D*      11  9  None None           L11631  
 13706.962     None    None   None 44458.934  51754.497  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        1  3  None None           L11631  
 13707.147     None    None   None 44166.206  51461.670  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   f5F        7  9  None None           L11631 
 13710.173     None    None   None 44411.160  51705.014  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   f5F        3  5  None None           L11631  
 13713.481     None    None   None 44677.006  51969.101  3d6.(5D).4s.(6D).5s   e5D       3d7.(2P).4p           u3D*       9  7  None None           L11631  
 13713.595     None    None   None 40871.412  48163.446  3d8                    3P       3d5.(6S).4s2.4p       v5P*       5  5  None None           L11631  
 13723.686     None    None   None 47092.712  54379.384  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           e3G        7  7  None None           L11631  
 13725.092     None    None   None 51827.413  59113.339  3d6.(5D).4s.(6D).5p   u5F*      3d6.4s.(6D).7s         5D        5  3  None None           L11631 
 13725.093     None    None   None 26479.381  33765.306  3d6.(5D).4s.4p.(3P*)  z5D*      3d8                   c3F        3  5  None None           L11631  
 13725.135     None    None   None 44551.335  51837.238  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(6D).4d   e5P        7  7  None None           L11631  
 13725.440     None    None   None 49558.734  56844.475  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7P        9  9  None None           L11631  
 13728.723     None    None   None 49558.734  56842.733  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7F        9  11 None None           L11631  
 13732.910   1.6e-03   None   E      704.007   7985.785  3d6.4s2               a5D       3d7.(4F).4s           a5F        5  5   E2  T6409          None   
 13733.055     None    None   None 41178.412  48460.113  3d8                    3P       3d7.(4P).4p           x3P*       3  1  None None           L11631  
 13733.183     None    None   None 41234.505  48516.138  3d8                    3P       3d7.(4P).4p           x3P*       1  3  None None           L11631  
 13738.786     None    None   None 50342.129  57620.792  3d6.(5D).4s.(6D).4d   e7F       3d6.4s.(6D<3/2>).4f    2[9/2]*  13  11 None None           L11631  
 13740.386     None    None   None 47171.531  54449.347  3d7.(4P).4p           u5D*      3d7.(4F).4d           f3D        1  3  None None           L11631  
 13742.134     None    None   None 44183.628  51460.518  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7G        5  7  None None           L11631 
 13746.114     None    None   None 47590.048  54864.831  3d6.(3G).4s.4p.(3P*)  w5G*      3d6.4s.(6D).6s         5D        9  7  None None           L11631  
 13750.199     None    None   None 46888.517  54161.139  3d7.(4P).4p           u5D*      3d7.(4F).4d           f5G        5  7  None None           L11631  
 13751.162     None    None   None 47177.234  54449.347  3d7.(4P).4p           u5D*      3d7.(4F).4d           f3D        3  3  None None           L11631  
 13759.627     None    None   None 43633.533  50901.172  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7P*       5  5  None None           L11631  
 13761.629   1.9e-03   None   E      888.132   8154.714  3d6.4s2               a5D       3d7.(4F).4s           a5F        3  3   E2  T6409          None   
 13768.950     None    None   None 45595.086  52857.804  3d6.(5D).4s.(6D).5s   e5D       3d7.(2D2).4p          t3D*       1  3  None None           L11631  
 13776.149     None    None   None 44760.746  52019.669  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        3  3  None None           L11631  
 13776.486     None    None   None 44511.812  51770.557  3d7.(4P).4p           y5S*      3d6.(5D).4s.(4D).5s   g5D        5  7  None None           L11631  
 13787.878     None    None   None 51228.553  58481.301  3d6.(5D).4s.(6D).4d   e7G       3d6.4s.(4D).5p         5F*      11  9  None None           L11631  
 13792.124     None    None   None 50152.619  57403.134  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5P        3  5  None None           L11631 
 13793.992     None    None   None 49558.734  56808.267  3d6.(5D).4s.(6D).5p   n7D*      3d7.(4F).6s            3F        9  9  None None           L11631  
 13803.089     None    None   None 51076.628  58321.383  3d6.(5D).4s.(6D).5p   t5D*      3d6.4s.(6D).7s         5D        9  9  None None           L11631  
 13804.463     None    None   None 46888.517  54132.551  3d7.(4P).4p           u5D*      3d7.(4F).4d           h5D        5  3  None None           L11631  
 13804.489     None    None   None 50377.908  57621.928  3d6.(5D).4s.(6D).4d   f7D       3d6.4s.(6D<3/2>).4f   2[9/2]*   11  9  None None           L11631  
 13819.142     None    None   None 42815.855  50052.194  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7F*      11  11 None None           L11631 
 13820.571     None    None   None 45061.329  52296.920  3d6.(5D).4s.(6D).5s   e5D       3d7.(2P).4p           u3D*       7  5  None None           L11631  
 13827.608     None    None   None 47005.506  54237.415  3d7.(4F).5s           e5F       3d6.(3G).4s.4p.(3P*)  t3G*      11  9  None None           L11631  
 13828.430     None    None   None 33946.933  41178.412  3d6.(5D).4s.4p.(3P*)  z3P*      3d8                    3P        5  3  None None           L11631  
 13828.539     None    None   None 51103.191  58334.613  3d6.(5D).4s.(6D).4d   f5F       3d6.(3H).4s.4p.(1P*)   3G*      11  9  None None           L11631  
 13829.883     None    None   None 46901.832  54132.551  3d6.(3P2).4s.4p.(3P*) y3P*      3d7.(4F).4d           h5D        3  3  None None           L11631 
 13830.462     None    None   None 24574.655  31805.071  3d7.(2G).4s           a1G       3d6.(5D).4s.4p.(3P*)  z3F*       9  7  None None           L11631  
 13838.571     None    None   None 43922.668  51148.848  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e7F        7  7  None None           L11631  
 13846.434     None    None   None 51739.920  58961.996  3d6.(5D).4s.(4D).5s   e3D       3d6.4s.(4D).5p         3F*       5  5  None None           L11631  
 13847.215     None    None   None 46744.993  53966.662  3d7.(4P).4p           u5D*      3d7.(4F).4d           h5D        7  5  None None           L11631  
 13851.908     None    None   None 44551.335  51770.557  3d6.(3F2).4s.4p.(3P*) w5F*      3d6.(5D).4s.(4D).5s   g5D        7  7  None None           L11631 
 13860.677     None    None   None 47171.531  54386.186  3d7.(4P).4p           u5D*      3d7.(4F).4d           g5F        1  3  None None           L11631  
 13870.108     None    None   None 51381.457  58591.206  3d6.(5D).4s.(6D).5p   u5F*      3d7.(4F).5d            5F        9  11 None None           L11631  
 13872.058     None    None   None 50534.397  57743.133  3d6.(5D).4s.(6D).4d   f5D       3d6.4s.(6D<1/2>).4f    2[7/2]*   7  9  None None           L11631  
 13872.214     None    None   None 50534.397  57743.052  3d6.(5D).4s.(6D).4d   f5D       3d6.4s.(6D<1/2>).4f    2[5/2]*   7  7  None None           L11631  
 13880.474     None    None   None 43499.505  50703.870  3d6.(3P2).4s.4p.(3P*) w5D*      3d6.(5D).4s.(6D).4d   e5G        9  11 None None           L11631 
 13882.579     None    None   None 41018.051  48221.324  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e5F        5  3  None None           L11631  
 13882.827     None    None   None 49558.734  56761.878  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5F        9  11 None None           L11631  
 13891.893     None    None   None 47177.234  54375.677  3d7.(4P).4p           u5D*      3d7.(4F).4d           f5G        3  5  None None           L11631  
 13892.182     None    None   None 49352.341  56550.634  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5G       11  11 None None           L11631  
 13892.505     None    None   None 46727.074  53925.200  3d6.(3P2).4s.4p.(3P*) y3P*      3d7.(4F).4d           f5P        5  3  None None           L11631 
 13893.228     None    None   None 37045.934  44243.685  3d7.(2F).4s           d3F       3d6.(3F2).4s.4p.(3P*) w5F*       9  11 None None           L11631  
 13893.413     None    None   None 50423.137  57620.792  3d6.(5D).4s.(6D).4d   f5D       3d6.4s.(6D<3/2>).4f    2[9/2]*   9  11 None None           L11631  
 13899.470     None    None   None 40842.154  48036.673  3d6.(5D).4s.4p.(1P*)  x5F*      3d7.(4F).5s           e5F        7  5  None None           L11631  
 13900.966     None    None   None 43434.627  50628.372  3d6.(5D).4s.(6D).5s   e7D       3d6.(5D).4s.(6D).5p   n7P*       7  7  None None           L11631  
 13902.852     None    None   None 44826.900  52019.669  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        1  3  None None           L11631 
 13911.251     None    None   None 24118.819  31307.245  3d6.4s2               b3G       3d6.(5D).4s.4p.(3P*)  z3F*       9  9  None None           L11631  
 13922.974     None    None   None 47197.010  54379.384  3d6.(3F2).4s.4p.(3P*) x3F*      3d7.(4F).4d           e3G        5  7  None None           L11631  
 13939.676     None    None   None 45509.152  52682.920  3d6.(5D).4s.(6D).5s   e5D       3d7.(2D2).4p          t3D*       3  5  None None           L11631  
 13940.851     None    None   None 44664.075  51837.238  3d6.(3F2).4s.4p.(3P*) v5D*      3d6.(5D).4s.(6D).4d   e5P        5  7  None None           L11631  
 13943.503     None    None   None 51941.540  59113.339  3d6.(5D).4s.(6D).5p   t5D*      3d6.4s.(6D).7s         5D        1  3  None None           L11631 
 13945.321     None    None   None 40207.091  47377.955  3d5.(6S).4s2.4p       y7P*      3d7.(4F).5s           e5F        7  9  None None           L11631  
 13948.075     None    None   None 48928.388  56097.836  3d7.(4F).5s           e3F       3d6.(3G).4s.4p.(3P*)   1F*       5  7  None None           L11631  
 13950.585     None    None   None 49558.734  56726.892  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         5F        9  7  None None           L11631  
 13951.422     None    None   None 50152.619  57320.347  3d6.(5D).4s.(6D).5p   n7D*      3d6.4s.(6D).5d         7G        3  3  None None           L11631  
 13952.655     None    None   None 50475.288  57642.383  3d6.(5D).4s.(6D).4d   e7P       3d6.4s.(6D<3/2>).4f    2[7/2]*   9  7  None None           L11631 
 13954.405     None    None   None 51739.920  58906.116  3d6.(5D).4s.(4D).5s   e3D       3d6.4s.(4D).5p         5F*       5  5  None None           L11631  
 13958.259   2.0e-02   None   D    17927.382  25091.599  3d7.(4P).4s           a5P       3d7.(2P).4s           c3P        3  1   M1  T6409          None    
 13963.928     None    None   None 34017.103  41178.412  3d7.(4F).4p           y5D*      3d8                    3P        3  3  None None           L11631  
